timestamp,frame_id,state,valid,confidence,tracked_points,ransac_inlier_ratio,reprojection_error_px,processing_time_ms,distance_m,pose_valid,latency_ms
0.0,0,SEARCHING,False,0.0,0,,,15.386700000817655,,False,59.090099999593804
0.03331908690869087,1,SEARCHING,False,0.0,0,,,10.76680000005581,,False,50.05859999982931
0.06663817381738174,2,SEARCHING,False,0.0,0,,,13.369000000238884,,False,52.21509999864793
0.09995726072607261,3,SEARCHING,False,0.0,0,,,8.70299999951385,,False,43.62769999897864
0.13327634763476348,4,SEARCHING,False,0.0,0,,,8.660399998916546,,False,42.542799999864656
0.16659543454345435,5,SEARCHING,False,0.0,0,,,7.987400000274647,,False,41.88790000080189
0.19991452145214522,6,SEARCHING,False,0.0,0,,,8.083799999440089,,False,37.19920000003185
0.2332336083608361,7,SEARCHING,False,0.0,0,,,7.54399999823363,,False,39.891099999294966
0.26655269526952696,8,SEARCHING,False,0.0,0,,,7.876699999542325,,False,37.377500000729924
0.2998717821782178,9,SEARCHING,False,0.0,0,,,7.907299999715178,,False,33.49950000119861
0.3331908690869087,10,SEARCHING,False,0.0,0,,,6.201800000781077,,False,28.309100000114995
0.36650995599559955,11,SEARCHING,False,0.0,0,,,6.189800000356627,,False,30.8167000002868
0.39982904290429044,12,SEARCHING,False,0.0,0,,,7.311200000913232,,False,33.69110000130604
0.4331481298129813,13,SEARCHING,False,0.0,0,,,8.098500000414788,,False,34.79509999851871
0.4664672167216722,14,SEARCHING,False,0.0,0,,,9.016500000143424,,False,41.04589999951713
0.499786303630363,15,SEARCHING,False,0.0,0,,,9.706499999083462,,False,36.839899999904446
0.5331053905390539,16,SEARCHING,False,0.0,0,,,9.304199998950935,,False,39.56119999929797
0.5664244774477448,17,SEARCHING,False,0.0,0,,,7.709899999099434,,False,38.58129999935045
0.5997435643564356,18,SEARCHING,False,0.0,0,,,7.720999999946798,,False,34.722899999906076
0.6330626512651265,19,SEARCHING,False,0.0,0,,,6.62949999968987,,False,34.92539999933797
0.6663817381738174,20,SEARCHING,False,0.0,0,,,9.415599999556434,,False,36.237700000128825
0.6997008250825083,21,SEARCHING,False,0.0,0,,,8.831700000882847,,False,41.26240000005055
0.7330199119911991,22,SEARCHING,False,0.0,0,,,8.590800000092713,,False,34.79199999856064
0.76633899889989,23,SEARCHING,False,0.0,0,,,7.956999999805703,,False,32.56180000062159
0.7996580858085809,24,SEARCHING,False,0.0,0,,,8.315399998537032,,False,38.73070000008738
0.8329771727172718,25,SEARCHING,False,0.0,0,,,7.879599999796483,,False,34.234799999467214
0.8662962596259626,26,SEARCHING,False,0.0,0,,,8.965400000306545,,False,41.8651999989379
0.8996153465346535,27,SEARCHING,False,0.0,0,,,8.22629999856872,,False,34.420599999066326
0.9329344334433444,28,SEARCHING,False,0.0,0,,,7.022199999482837,,False,29.4938999995793
0.9662535203520353,29,SEARCHING,False,0.0,0,,,6.787000000258558,,False,28.890300000057323
